-80.000000	-2.586902
-79.900000	-2.584518
-79.800000	-2.582131
-79.700000	-2.579745
-79.600000	-2.577363
-79.500000	-2.574978
-79.400000	-2.572588
-79.300000	-2.570179
-79.200000	-2.567765
-79.100000	-2.565346
-79.000000	-2.562919
-78.900000	-2.560478
-78.800000	-2.558040
-78.700000	-2.555603
-78.600000	-2.553149
-78.500000	-2.550671
-78.400000	-2.548188
-78.300000	-2.545690
-78.200000	-2.543176
-78.100000	-2.540658
-78.000000	-2.538133
-77.900000	-2.535608
-77.800000	-2.533078
-77.700000	-2.530549
-77.600000	-2.528016
-77.500000	-2.525467
-77.400000	-2.522908
-77.300000	-2.520334
-77.200000	-2.517756
-77.100000	-2.515173
-77.000000	-2.512557
-76.900000	-2.509938
-76.800000	-2.507320
-76.700000	-2.504688
-76.600000	-2.502042
-76.500000	-2.499387
-76.400000	-2.496726
-76.300000	-2.494061
-76.200000	-2.491392
-76.100000	-2.488718
-76.000000	-2.486036
-75.900000	-2.483354
-75.800000	-2.480646
-75.700000	-2.477921
-75.600000	-2.475197
-75.500000	-2.472453
-75.400000	-2.469695
-75.300000	-2.466933
-75.200000	-2.464167
-75.100000	-2.461396
-75.000000	-2.458614
-74.900000	-2.455808
-74.800000	-2.452989
-74.700000	-2.450168
-74.600000	-2.447348
-74.500000	-2.444524
-74.400000	-2.441693
-74.300000	-2.438857
-74.200000	-2.436007
-74.100000	-2.433147
-74.000000	-2.430246
-73.900000	-2.427329
-73.800000	-2.424406
-73.700000	-2.421481
-73.600000	-2.418557
-73.500000	-2.415629
-73.400000	-2.412694
-73.300000	-2.409742
-73.200000	-2.406777
-73.100000	-2.403805
-73.000000	-2.400816
-72.900000	-2.397814
-72.800000	-2.394812
-72.700000	-2.391811
-72.600000	-2.388793
-72.500000	-2.385765
-72.400000	-2.382711
-72.300000	-2.379645
-72.200000	-2.376556
-72.100000	-2.373461
-72.000000	-2.370356
-71.900000	-2.367250
-71.800000	-2.364130
-71.700000	-2.361010
-71.600000	-2.357872
-71.500000	-2.354727
-71.400000	-2.351574
-71.300000	-2.348413
-71.200000	-2.345244
-71.100000	-2.342052
-71.000000	-2.338833
-70.900000	-2.335597
-70.800000	-2.332357
-70.700000	-2.329118
-70.600000	-2.325878
-70.500000	-2.322616
-70.400000	-2.319327
-70.300000	-2.316032
-70.200000	-2.312729
-70.100000	-2.309419
-70.000000	-2.306093
-69.900000	-2.302748
-69.800000	-2.299392
-69.700000	-2.296029
-69.600000	-2.292665
-69.500000	-2.289292
-69.400000	-2.285893
-69.300000	-2.282479
-69.200000	-2.279037
-69.100000	-2.275588
-69.000000	-2.272126
-68.900000	-2.268656
-68.800000	-2.265184
-68.700000	-2.261693
-68.600000	-2.258195
-68.500000	-2.254691
-68.400000	-2.251177
-68.300000	-2.247638
-68.200000	-2.244079
-68.100000	-2.240511
-68.000000	-2.236929
-67.900000	-2.233334
-67.800000	-2.229710
-67.700000	-2.226079
-67.600000	-2.222446
-67.500000	-2.218807
-67.400000	-2.215149
-67.300000	-2.211468
-67.200000	-2.207777
-67.100000	-2.204077
-67.000000	-2.200357
-66.900000	-2.196615
-66.800000	-2.192872
-66.700000	-2.189126
-66.600000	-2.185357
-66.500000	-2.181574
-66.400000	-2.177780
-66.300000	-2.173958
-66.200000	-2.170117
-66.100000	-2.166260
-66.000000	-2.162388
-65.900000	-2.158511
-65.800000	-2.154623
-65.700000	-2.150721
-65.600000	-2.146816
-65.500000	-2.142890
-65.400000	-2.138938
-65.300000	-2.134977
-65.200000	-2.130992
-65.100000	-2.126987
-65.000000	-2.122965
-64.900000	-2.118921
-64.800000	-2.114867
-64.700000	-2.110798
-64.600000	-2.106723
-64.500000	-2.102638
-64.400000	-2.098540
-64.300000	-2.094430
-64.200000	-2.090302
-64.100000	-2.086163
-64.000000	-2.081993
-63.900000	-2.077813
-63.800000	-2.073616
-63.700000	-2.069406
-63.600000	-2.065174
-63.500000	-2.060920
-63.400000	-2.056632
-63.300000	-2.052321
-63.200000	-2.047983
-63.100000	-2.043626
-63.000000	-2.039253
-62.900000	-2.034873
-62.800000	-2.030488
-62.700000	-2.026100
-62.600000	-2.021706
-62.500000	-2.017303
-62.400000	-2.012885
-62.300000	-2.008455
-62.200000	-2.004013
-62.100000	-1.999553
-62.000000	-1.995068
-61.900000	-1.990558
-61.800000	-1.986011
-61.700000	-1.981420
-61.600000	-1.976787
-61.500000	-1.972136
-61.400000	-1.967471
-61.300000	-1.962792
-61.200000	-1.958101
-61.100000	-1.953394
-61.000000	-1.948667
-60.900000	-1.943932
-60.800000	-1.939189
-60.700000	-1.934440
-60.600000	-1.929683
-60.500000	-1.924913
-60.400000	-1.920126
-60.300000	-1.915324
-60.200000	-1.910504
-60.100000	-1.905666
-60.000000	-1.900803
-59.900000	-1.895900
-59.800000	-1.890948
-59.700000	-1.885956
-59.600000	-1.880941
-59.500000	-1.875902
-59.400000	-1.870846
-59.300000	-1.865774
-59.200000	-1.860685
-59.100000	-1.855579
-59.000000	-1.850448
-58.900000	-1.845306
-58.800000	-1.840154
-58.700000	-1.834990
-58.600000	-1.829816
-58.500000	-1.824627
-58.400000	-1.819415
-58.300000	-1.814179
-58.200000	-1.808920
-58.100000	-1.803625
-58.000000	-1.798296
-57.900000	-1.792944
-57.800000	-1.787566
-57.700000	-1.782167
-57.600000	-1.776747
-57.500000	-1.771300
-57.400000	-1.765831
-57.300000	-1.760328
-57.200000	-1.754805
-57.100000	-1.749258
-57.000000	-1.743679
-56.900000	-1.738086
-56.800000	-1.732476
-56.700000	-1.726849
-56.600000	-1.721201
-56.500000	-1.715531
-56.400000	-1.709832
-56.300000	-1.704102
-56.200000	-1.698352
-56.100000	-1.692565
-56.000000	-1.686743
-55.900000	-1.680904
-55.800000	-1.675044
-55.700000	-1.669153
-55.600000	-1.663252
-55.500000	-1.657327
-55.400000	-1.651359
-55.300000	-1.645371
-55.200000	-1.639358
-55.100000	-1.633322
-55.000000	-1.627240
-54.900000	-1.621128
-54.800000	-1.615002
-54.700000	-1.608861
-54.600000	-1.602684
-54.500000	-1.596476
-54.400000	-1.590243
-54.300000	-1.583986
-54.200000	-1.577686
-54.100000	-1.571361
-54.000000	-1.565005
-53.900000	-1.558622
-53.800000	-1.552212
-53.700000	-1.545773
-53.600000	-1.539317
-53.500000	-1.532839
-53.400000	-1.526334
-53.300000	-1.519778
-53.200000	-1.513182
-53.100000	-1.506559
-53.000000	-1.499904
-52.900000	-1.493226
-52.800000	-1.486515
-52.700000	-1.479767
-52.600000	-1.472999
-52.500000	-1.466212
-52.400000	-1.459393
-52.300000	-1.452530
-52.200000	-1.445640
-52.100000	-1.438717
-52.000000	-1.431744
-51.900000	-1.424749
-51.800000	-1.417718
-51.700000	-1.410659
-51.600000	-1.403572
-51.500000	-1.396458
-51.400000	-1.389311
-51.300000	-1.382129
-51.200000	-1.374910
-51.100000	-1.367626
-51.000000	-1.360306
-50.900000	-1.352962
-50.800000	-1.345596
